SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
521018,MARAL OVERS ,T ,Q,25.50,26.75,25.35,26.40,26.40,26.35,13,1801,47181.00,
521034,SOMA TEXTILE,B ,Q,4.42,4.42,4.42,4.42,4.42,4.21,1,1,4.00,
521054,KAKATIYA TEX,XT,Q,0.85,0.85,0.85,0.85,0.85,0.89,1,300,255.00,
521062,OCTAVE      ,X ,Q,1.03,1.03,1.03,1.03,1.03,0.99,4,360,370.00,
521064,TRIDENT     ,A ,Q,14.05,14.05,13.90,13.95,13.95,13.90,1721,765653,10697508.00,
521070,ALOK INDS.  ,B ,Q,20.35,21.85,20.15,21.30,21.30,20.40,5756,4109210,87226525.00,
521080,PASARI SPIN ,XT,Q,1.47,1.47,1.33,1.47,1.47,1.40,30,8896,12923.00,
521082,SPENTEX INDS,Z ,Q,0.81,0.81,0.81,0.81,0.81,0.85,11,10877,8810.00,
521097,AMARJOTHI SP,X ,Q,108.00,108.00,100.00,103.05,103.00,111.30,329,42979,4436788.00,
521105,OLYMPIA IND.,XT,Q,30.95,30.95,30.00,30.00,30.00,30.30,7,222,6736.00,
521109,NAGREEKA EXP,B ,Q,17.90,18.40,17.80,18.40,18.40,18.25,8,364,6483.00,
521113,SUDITI IND. ,X ,Q,10.51,11.44,10.51,10.82,10.82,10.90,3,557,6052.00,
521141,ADITYA SPIN.,XT,Q,5.66,6.24,5.66,6.24,6.24,5.95,24,14298,88597.00,
521151,DHANLXMI FAB,X ,Q,23.10,23.10,23.10,23.10,23.10,23.05,1,100,2310.00,
521163,ZODIAC CLOTH,B ,Q,109.00,109.35,108.05,108.75,109.15,108.55,130,16281,1769797.00,
521180,SUPER SPIN. ,B ,Q,4.96,5.03,4.65,4.71,4.71,4.89,43,11074,52127.00,
521182,SEASONS FUR.,XT,Q,1.72,1.72,1.72,1.72,1.72,1.64,1,72,123.00,
521188,UNITED TEXT.,XT,Q,3.95,3.95,3.95,3.95,3.95,4.02,1,3,11.00,
521194,SIL INVEST  ,B ,Q,208.00,217.00,208.00,214.40,214.40,212.95,69,998,214222.00,
521200,SURYLAK.COTT,B ,Q,29.50,29.55,28.55,28.95,28.95,28.90,37,1704,49094.00,
521206,SAMTEX FASH.,X ,Q,1.02,1.02,1.02,1.02,1.02,0.98,7,6382,6509.00,
521210,CITYMAN     ,XT,Q,7.68,7.68,7.68,7.68,7.68,7.32,8,248,1904.00,
521216,DHAN ROTO SP,X ,Q,23.50,25.15,23.00,24.85,24.85,21.00,166,24255,590900.00,
521220,DAMOINDUS   ,B ,Q,32.50,32.50,32.00,32.05,32.05,32.70,17,230,7417.00,
521222,SANBLUE     ,X ,Q,9.50,9.95,9.01,9.78,9.95,9.48,13,484,4558.00,
521226,UNI ROYAL IN,XT,Q,5.61,6.00,5.61,6.00,6.00,5.89,2,750,4227.00,
521228,TATIA GLOB  ,XT,Q,0.43,0.43,0.41,0.41,0.41,0.43,12,7412,3081.00,
521234,SRI NACHAMAI,XT,Q,14.85,14.85,14.85,14.85,14.85,14.15,1,100,1485.00,
521240,SAMBANDAM SP,XT,Q,91.75,91.75,87.20,88.00,89.00,91.75,15,959,86457.00,
521244,CHITRA.SPIN.,XT,Q,3.55,3.55,3.55,3.55,3.55,3.49,1,25,88.00,
521248,KITEX GARMEN,A ,Q,107.60,107.60,103.00,105.35,105.80,106.15,405,21916,2307237.00,
522001,CRANEX LTD. ,X ,Q,11.00,11.00,11.00,11.00,11.00,10.50,2,2,22.00,
522004,BATLIBOI LTD,X ,Q,13.50,13.95,13.25,13.50,13.50,13.78,22,2372,32399.00,
522005,AUSTIN ENGG.,X ,Q,41.55,41.95,37.60,40.20,40.20,42.75,54,16448,657816.00,
522014,UNITED DRILL,B ,Q,267.45,277.00,260.00,275.00,275.00,274.85,114,3346,911757.00,
522017,FLUIDOMAT   ,X ,Q,94.90,94.90,93.10,94.70,94.70,94.25,16,530,50109.00,
522027,EMA INDIA   ,X ,Q,3.06,3.06,3.06,3.06,3.06,2.92,1,300,918.00,
522029,WINDSOR MACH,B ,Q,20.85,22.65,20.70,20.85,21.00,20.95,341,58987,1263218.00,
522034,SHANTHI GEAR,B ,Q,125.00,125.00,122.00,122.05,122.05,124.60,232,40411,4934346.00,
522064,HONDAPOWER  ,A ,Q,1063.60,1063.60,1043.50,1053.65,1058.00,1047.55,79,273,287144.00,
522073,HITECHGEAR  ,B ,Q,179.00,184.90,179.00,184.10,184.90,178.05,50,1001,181047.00,
522074,ELGI EQUIP  ,A ,Q,173.95,173.95,163.55,166.90,168.20,169.90,638,22848,3834531.00,
522101,KILBURN ENGG,X ,Q,20.80,21.50,20.10,20.25,20.25,20.15,46,13162,272905.00,
522105,BIRLA PRETEC,X ,Q,9.50,9.54,9.50,9.54,9.54,9.09,78,36530,348072.00,
522108,YUKEN INDIA ,X ,Q,516.00,540.00,502.00,534.80,530.00,502.50,424,38281,20237270.00,
522113,TIMKEN (I)  ,A ,Q,1351.40,1414.55,1334.90,1386.10,1384.55,1342.25,827,4296,5955115.00,
522122,VOITH PAPER ,X ,Q,1110.00,1146.00,1099.95,1106.95,1118.95,1103.15,52,1141,1285576.00,
522134,ARTSON ENG  ,X ,Q,33.70,33.70,31.15,32.70,32.55,32.25,55,6871,219107.00,
522152,SOLITAIR MC ,X ,Q,25.30,25.30,23.55,23.90,23.90,24.20,50,4554,109239.00,
522163,DIAMONPOWER ,Z ,Q,1.14,1.19,1.14,1.14,1.14,1.19,6,1500,1710.00,
522165,INDSIL HYD  ,XT,Q,16.45,16.50,15.50,16.00,15.65,15.95,67,10930,177227.00,
522183,ITL INDUSTRS,X ,Q,89.00,93.75,89.00,90.50,90.50,90.95,42,1535,138585.00,
522195,FRONTIER SPR,X ,Q,316.00,323.90,310.05,320.15,320.50,317.20,217,7104,2253330.00,
522205,PRAJ IND.LTD,A ,Q,128.85,131.55,128.40,130.20,130.20,128.65,604,84032,10931291.00,
522207,RASANDIK ENG,X ,Q,51.40,53.95,51.40,53.95,53.95,51.40,7,2695,143159.00,
522209,YOGI SUNGWON,XT,Q,2.30,2.42,2.30,2.42,2.42,2.31,6,881,2131.00,
522215,HLEGLAS     ,B ,Q,1384.00,1384.00,1317.00,1353.00,1353.00,1369.20,1060,8605,11591769.00,
522217,GUJ APOIND  ,B ,Q,228.45,245.75,228.45,238.80,238.00,220.00,951,19748,4750435.00,
522229,TANEJA AERO.,X ,Q,32.55,34.70,32.55,33.20,33.70,33.10,194,35315,1188679.00,
522231,CONART ENG. ,X ,Q,28.10,28.10,25.40,26.00,26.00,28.60,153,36549,945291.00,
522241,M.M.FORGINGS,B ,Q,507.90,510.60,497.60,499.55,497.60,506.70,87,670,339957.00,
522245,IYKOT HITEC ,Z ,Q,6.04,6.04,6.04,6.04,6.04,6.04,1,240,1449.00,
522249,MAYUR UNIQ. ,A ,Q,348.00,381.15,342.00,368.70,365.00,352.90,1589,27873,9993855.00,
522251,CENLUB INDUS,X ,Q,46.85,47.40,43.15,45.80,43.15,45.55,29,1919,89521.00,
522257,RAJOO ENGIN.,X ,Q,20.00,21.00,20.00,20.30,20.20,19.55,182,34957,722069.00,
522263,JMC PROJECTS,A ,Q,79.00,79.00,77.15,77.90,77.75,78.85,207,20086,1561827.00,
522267,VEEJAY LAKSH,XT,Q,28.75,28.75,26.40,26.40,26.40,27.45,3,163,4437.00,
522273,AHMED.STEEL ,X ,Q,17.55,17.60,17.55,17.55,17.55,16.80,8,384,6740.00,
522275,GET&D       ,A ,Q,111.85,117.30,111.85,116.25,116.00,112.25,558,25285,2914571.00,
522281,RAM RAT.WIRE,X ,Q,80.00,84.70,78.50,82.85,82.85,78.20,155,14175,1143019.00,
522285,JAY NECO IND,B ,Q,5.16,5.21,5.02,5.14,5.14,5.20,19,2604,13296.00,
522287,KALPA.POWER ,A ,Q,363.00,366.15,356.80,358.25,358.25,365.40,693,14294,5145005.00,
522292,CHANDNI TE  ,X ,Q,64.35,64.45,62.30,63.70,63.70,63.45,117,43318,2738434.00,
522294,T & I GLOBAL,X ,Q,92.70,95.70,92.70,94.00,95.00,95.50,26,928,86787.00,
522295,CONTROL PRNT,B ,Q,236.30,239.20,235.55,238.25,238.75,236.65,85,644,152626.00,
522650,BEMCO HYDRAU,X ,Q,159.00,159.05,159.00,159.05,159.05,151.50,6,94,14949.00,
523007,ANSAL BUILD.,X ,Q,50.00,50.00,44.20,45.25,44.30,45.50,28,2294,104118.00,
523011,WEIZMANN LTD,B ,Q,51.85,52.25,50.30,50.30,50.30,50.65,35,1256,64788.00,
523019,B.N.RATHI SE,X ,Q,26.95,27.00,26.05,26.20,26.95,26.85,6,132,3467.00,
523021,RISHITECH   ,XT,Q,18.25,19.15,18.25,19.10,19.10,18.25,19,4165,78556.00,
523023,SINCLAIR HOT,X ,Q,46.80,47.75,46.60,47.00,47.30,47.50,90,14966,704104.00,
523025,SAFARI IND. ,A ,Q,560.00,562.00,543.95,549.30,559.95,556.10,148,672,371360.00,
523100,COSMO FERR. ,XT,Q,19.40,19.57,18.70,19.37,19.51,18.64,78,16245,316743.00,
523116,SANCO TRANS ,X ,Q,190.00,197.20,165.00,197.20,197.20,179.35,23,889,167820.00,
523120,ADOR MULTI. ,X ,Q,90.30,90.30,90.30,90.30,90.30,95.05,13,572,51651.00,
523127,EIH ASSO.HOT,B ,Q,272.05,288.55,266.00,274.80,276.75,277.05,252,2900,791375.00,
523144,MEDI CAPS   ,X ,Q,32.00,32.50,30.75,32.30,32.50,30.50,157,31540,1004748.00,
523160,MORGAN CRU  ,X ,Q,830.50,859.00,813.00,824.50,838.00,844.35,175,1944,1616425.00,
523164,SIP INDUST. ,Z ,Q,2.90,2.90,2.90,2.90,2.90,2.87,6,501,1452.00,
523204,ABAN OFFSHO ,B ,Q,29.25,29.80,29.00,29.10,29.15,29.05,118,12595,371102.00,
523207,KOKUYOCMLN  ,B ,Q,63.50,63.50,62.45,63.05,63.20,62.70,109,4068,256232.00,
523229,BHARAT SEATS,X ,Q,85.95,85.95,82.60,84.60,84.90,85.10,253,23823,2014217.00,
523232,CONT.PETRO  ,XT,Q,19.45,20.30,18.40,20.10,20.30,19.35,198,18343,359631.00,
523248,MACHINO PLAS,X ,Q,87.95,87.95,82.10,83.45,82.10,88.00,12,225,19072.00,
523261,VENKEY'S (I),A ,Q,1628.00,1675.00,1618.45,1643.95,1642.65,1623.55,1087,8823,14520840.00,
523269,ADVANI HOTEL,B ,Q,49.75,49.75,47.10,47.70,47.70,48.55,18,305,14648.00,
523277,G.V.FILMS   ,XT,Q,0.42,0.42,0.38,0.39,0.40,0.40,111,94226,38031.00,
523283,SUPER HOUSE ,B ,Q,125.90,128.00,124.40,125.90,125.90,124.95,54,1249,156790.00,
523289,RAMA VISION ,X ,Q,6.05,6.05,6.05,6.05,6.05,5.50,2,130,786.00,
523301,TCPL PACK   ,B ,Q,389.10,389.10,381.00,381.45,381.30,385.35,27,247,94697.00,
523319,BALMER LAWRI,A ,Q,114.70,116.00,114.35,114.75,114.75,114.75,616,32076,3690434.00,
523323,KOVAI MEDI. ,X ,Q,1165.40,1215.60,1151.00,1207.05,1207.05,1170.55,179,4311,5104824.00,
523329,ELDECO HOUS.,X ,Q,2110.00,2119.15,2070.00,2119.15,2119.15,2018.25,95,1229,2594698.00,
523367,DCMSHRIRAM  ,A ,Q,458.80,476.70,457.40,471.85,467.50,462.45,849,12741,5968490.00,
523369,DCM SHR.IND ,X ,Q,190.00,203.00,188.90,199.25,203.00,190.85,340,44467,8756641.00,
523371,MAWANA SUGAR,B ,Q,30.95,32.80,30.30,32.80,32.80,29.85,178,29992,965581.00,
523373,MINI DIAMOND,XT,Q,3.45,3.45,3.15,3.15,3.15,3.29,15,12436,42820.00,
523384,MAH.RAS.APEX,T ,Q,79.25,80.00,79.25,80.00,80.00,79.25,3,1000,79550.00,
523385,NILKAMAL L  ,A ,Q,1751.65,1759.00,1705.90,1717.65,1719.90,1736.40,243,1033,1792788.00,
523391,NAHAR POLY  ,B ,Q,93.80,96.00,91.35,94.95,95.05,92.00,208,8952,843262.00,
523395,3M INDIA LTD,A ,Q,21179.05,21281.00,20900.00,20959.95,20952.00,21562.80,79,110,2315070.00,
523398,JCHAC       ,A ,Q,2500.75,2549.00,2500.75,2527.55,2533.25,2490.70,145,410,1038426.00,
523405,JM FINANCIAL,A ,Q,88.90,91.70,88.45,91.00,91.00,90.15,425,53599,4874152.00,
523411,ADCINDIA    ,X ,Q,195.25,199.00,195.20,196.10,196.00,195.25,20,1092,213967.00,
523419,TAMIL.TELE. ,T ,Q,7.17,7.23,6.55,7.23,7.23,6.89,47,16049,115483.00,
523445,REL INDL INF,A ,Q,388.05,394.40,387.95,390.15,390.15,386.80,405,15784,6176629.00,
523449,SHARP INDIA ,X ,Q,31.45,31.45,29.20,30.05,30.05,28.60,90,16427,509513.00,
523457,LINDEINDIA  ,A ,Q,1114.00,1223.15,1077.30,1150.05,1150.05,1098.65,3201,29871,34606107.00,
523465,IND.BANK HSG,B ,Q,46.40,47.00,43.00,43.85,43.85,45.45,195,16024,727950.00,
523475,LOTUS CHOC  ,X ,Q,17.50,17.90,16.35,17.45,17.45,17.10,15,2200,38739.00,
523483,PACIFIC IND.,X ,Q,163.50,184.95,162.55,172.60,184.95,168.15,45,7225,1235686.00,
523489,CMM HOSPITAL,XT,Q,11.34,11.90,11.34,11.90,11.90,11.93,7,1114,12638.00,
523519,UNI OFF AUTO,X ,Q,2.88,3.07,2.79,2.90,2.90,2.93,15,5421,15683.00,
523537,APM INDUS.  ,X ,Q,25.25,25.25,23.50,23.75,23.75,24.10,83,16534,391064.00,
523539,PRECISION WR,B ,Q,167.10,178.50,164.65,176.05,176.90,164.65,1314,44165,7651148.00,
523550,KRYPTON IND ,X ,Q,9.44,9.88,9.31,9.78,9.70,9.23,69,9395,91070.00,
523566,MARTIN BURN ,X ,Q,23.50,23.50,23.50,23.50,23.50,24.55,1,130,3055.00,
523574,FEL         ,B ,Q,11.70,11.86,11.40,11.70,11.66,11.73,666,358968,4193721.00,
523586,IND.TONERS  ,X ,Q,126.50,128.00,126.50,128.00,128.00,127.90,53,3934,499301.00,
523594,KUNSTSTOFFE ,X ,Q,19.90,19.90,19.00,19.00,19.00,19.00,6,351,6884.00,
523598,SHIPP.CORPN ,A ,Q,86.80,88.80,84.25,86.90,86.90,84.75,1101,239189,20776397.00,
523606,SIKA INTER. ,X ,Q,340.00,369.95,332.00,334.60,334.60,337.45,231,11203,3810644.00,
523610,ITI LTD.    ,A ,Q,125.50,126.30,125.00,125.35,125.00,125.65,510,27879,3501173.00,
523618,DREDGING COR,A ,Q,299.70,304.75,299.00,299.85,300.30,297.10,1202,20846,6274981.00,
523620,PHARMASIA   ,XT,Q,31.00,32.00,30.40,31.95,32.00,32.00,8,570,17909.00,
523628,PODDAR      ,T ,Q,190.10,195.00,190.10,191.10,191.10,190.10,5,54,10507.00,
523630,NATIONAL FER,A ,Q,42.00,42.20,41.20,41.40,41.35,41.60,438,95561,3981199.00,
523638,IP RINGS LTD,X ,Q,87.00,87.00,83.70,83.80,83.70,85.70,55,3773,320190.00,
523642,PI INDUS.LTD,A ,Q,2211.10,2241.70,2209.45,2229.80,2229.80,2228.00,299,2675,5958906.00,
523648,PLASTIBLEND ,B ,Q,236.80,245.30,236.10,239.65,241.45,239.15,140,2212,526013.00,
523650,REDEX PROTEC,XT,Q,6.17,6.17,6.17,6.17,6.17,5.88,2,28,172.00,
523652,KKPLASTICK  ,XT,Q,2.83,2.83,2.83,2.83,2.83,2.70,1,50,141.00,
523660,WATERBASE   ,A ,Q,117.05,122.20,117.00,119.00,119.00,117.30,316,16186,1944747.00,
523672,FLEX FOODS  ,X ,Q,80.00,80.00,74.55,76.10,75.80,77.35,106,10507,799103.00,
523676,GOLKUNDA DIA,X ,Q,18.50,20.30,16.85,19.45,19.70,18.50,39,9047,179407.00,
523694,APCOTEX IND ,A ,Q,177.25,186.90,176.90,184.75,183.50,174.25,429,22574,4118597.00,
523696,FORTIS MLR  ,X ,Q,53.50,53.65,53.05,53.20,53.05,55.00,24,3923,209820.00,
523704,MASTEK LTD  ,A ,Q,1117.70,1193.65,1109.80,1162.60,1162.60,1110.05,2979,36750,42605265.00,
523708,EIMCO ELECON,B ,Q,360.70,385.00,354.00,379.70,383.10,357.65,523,6335,2354211.00,
523710,SAYAJI HOTEL,XT,Q,225.50,225.50,225.45,225.45,225.45,223.00,3,250,56372.00,
523712,JMG CORP LTD,P ,Q,1.19,1.19,1.19,1.19,1.19,1.14,1,100,119.00,
523716,ASHIANA HOU ,B ,Q,101.40,101.80,100.50,100.75,101.30,100.50,229,7845,792470.00,
523722,SVAM SOFTWAR,XT,Q,2.34,2.34,2.34,2.34,2.34,2.30,18,18285,42786.00,
523736,DVL         ,B ,Q,98.00,106.80,94.00,100.40,99.40,89.00,3695,97606,9927020.00,
523752,IO SYSTEM   ,X ,Q,1.97,1.97,1.81,1.94,1.94,1.80,6,1055,2025.00,
523754,MAHEPC      ,B ,Q,155.60,155.60,151.05,152.50,153.00,153.40,331,17802,2717177.00,
523756,SREIINFRA   ,B ,Q,7.29,7.60,7.24,7.42,7.36,7.23,236,177666,1317834.00,
523782,MITSHI      ,X ,Q,18.10,18.75,17.50,18.35,18.70,18.25,31,6886,124340.00,
523792,MAZDA LTD   ,B ,Q,583.70,612.80,580.30,609.30,604.00,576.35,554,4115,2500729.00,
523796,VICEROY HOTE,T ,Q,2.85,2.85,2.67,2.84,2.84,2.81,12,3347,9425.00,
523828,MENON BEAR. ,B ,Q,58.90,59.55,58.25,58.85,58.70,59.20,103,3395,200433.00,
523832,MUKAT PIPES ,X ,Q,2.61,2.61,2.61,2.61,2.61,2.56,2,894,2333.00,
523836,GUJ.RAFFIA  ,T ,Q,42.85,42.85,42.85,42.85,42.85,40.85,1,75,3213.00,
523838,SIMPLX INFRA,B ,Q,38.30,39.20,37.75,38.05,38.05,38.25,189,20034,767590.00,
523840,INN.TECH.PAC,X ,Q,21.50,21.80,20.15,20.60,21.10,21.35,33,2944,60858.00,
523842,SUPER TANNER,X ,Q,3.05,3.10,3.00,3.08,3.05,3.08,21,24842,76395.00,
523850,AXTEL INDUS.,X ,Q,266.00,277.00,264.00,268.05,268.05,264.10,455,29479,7938956.00,
523874,PRECI CONTNR,X ,Q,0.28,0.29,0.27,0.28,0.27,0.28,21,57462,16164.00,
524000,MAGMA FIN   ,A ,Q,93.40,93.40,93.40,93.40,93.40,84.95,71,7932,740848.00,
524013,HIND.FLUROCA,T ,Q,7.75,8.14,7.75,8.08,8.08,7.77,11,419,3372.00,
524019,KINGFA      ,B ,Q,626.00,626.00,611.90,621.90,621.90,626.15,220,4599,2846147.00,
524037,RAMA PHOSPH ,X ,Q,103.15,105.00,103.15,104.45,104.50,105.10,80,5048,526398.00,
524038,VENLON ENTR ,XT,Q,2.31,2.31,2.31,2.31,2.31,2.20,1,10,23.00,
524051,POLYPLEX    ,A ,Q,900.00,945.10,895.00,918.00,918.00,883.10,5624,89178,81993497.00,
