security_id,company_name,rate_of_growth,model,parameters,accuracy,precision,recall,f1_score,confusion matrix
532210,CITY UNION BANK LTD,0.01,cnn,"batch_size = 25, epochs = 50",0.5737327188940092,0.2830687830687831,0.5194174757281553,0.3664383561643836,"[[391 271]
 [ 99 107]]"
532210,CITY UNION BANK LTD,0.01,knn,"metric = manhattan, n_neighbors = 1, weights = uniform, algorithm = ball_tree",0.6589861751152074,0.29357798165137616,0.3106796116504854,0.3018867924528302,"[[508 154]
 [142  64]]"
532210,CITY UNION BANK LTD,0.01,svm,"C = 1000, gamma = 0.001, kernel = sigmoid",0.6497695852534562,0.24210526315789474,0.2233009708737864,0.23232323232323235,"[[518 144]
 [160  46]]"
532210,CITY UNION BANK LTD,0.01,rnn,"batch_size = 48, epochs = 75",0.6435643564356436,0.3181818181818182,0.07954545454545454,0.1272727272727273,"[[499, 45], [243, 21]]"
532210,CITY UNION BANK LTD,0.01,bpnn,"batch_size = 32, epochs = 100",0.7557603686635944,0.3928571428571429,0.05339805825242718,0.09401709401709404,"[[645, 17], [195, 11]]"
532210,CITY UNION BANK LTD,0.01,logistic,"C = 0.001, penalty = l2, p_f_value = p_0.15",0.7626728110599078,0.0,0.0,0.0,"[[662   0]
 [206   0]]"
532488,DIVI'S LABORATORIES LTD,0.01,cnn,"batch_size = 64, epochs = 25",0.5351473922902494,0.2630272952853598,0.4840182648401826,0.3408360128617364,"[[366 297]
 [113 106]]"
532488,DIVI'S LABORATORIES LTD,0.01,knn,"metric = euclidean, n_neighbors = 1, weights = uniform, algorithm = ball_tree",0.6292517006802721,0.2378640776699029,0.2237442922374429,0.23058823529411765,"[[506 157]
 [170  49]]"
532488,DIVI'S LABORATORIES LTD,0.01,svm,"C = 1000, gamma = 0.01, kernel = sigmoid",0.6428571428571429,0.2419354838709677,0.2054794520547945,0.2222222222222222,"[[522 141]
 [174  45]]"
532488,DIVI'S LABORATORIES LTD,0.01,rnn,"batch_size = 100, epochs = 75",0.6909975669099757,0.4259259259259259,0.0934959349593496,0.15333333333333332,"[[545, 31], [223, 23]]"
532488,DIVI'S LABORATORIES LTD,0.01,bpnn,"batch_size = 25, epochs = 100",0.7403628117913832,0.08333333333333333,0.0045662100456621,0.008658008658008658,"[[652, 11], [218, 1]]"
532488,DIVI'S LABORATORIES LTD,0.01,logistic,"C = 0.001, penalty = l2, p_f_value = p_0.01",0.7517006802721088,0.0,0.0,0.0,"[[663   0]
 [219   0]]"
532538,ULTRATECH CEMENT LTD,0.01,cnn,"batch_size = 25, epochs = 100",0.5483870967741935,0.2660098522167488,0.5,0.3472668810289389,"[[385 298]
 [108 108]]"
532538,ULTRATECH CEMENT LTD,0.01,svm,"C = 10.0, gamma = 0.1, kernel = sigmoid",0.6173526140155728,0.23109243697478996,0.25462962962962965,0.24229074889867844,"[[500 183]
 [161  55]]"
532538,ULTRATECH CEMENT LTD,0.01,knn,"metric = manhattan, n_neighbors = 1, weights = uniform, algorithm = ball_tree",0.628476084538376,0.2318181818181818,0.2361111111111111,0.2339449541284404,"[[514 169]
 [165  51]]"
532538,ULTRATECH CEMENT LTD,0.01,bpnn,"batch_size = 25, epochs = 100",0.7452725250278087,0.30303030303030304,0.04629629629629629,0.08032128514056225,"[[660, 23], [206, 10]]"
532538,ULTRATECH CEMENT LTD,0.01,logistic,"C = 0.001, penalty = l2, p_f_value = p_0.05",0.7608453837597329,1.0,0.0046296296296296285,0.009216589861751152,"[[683   0]
 [215   1]]"
532538,ULTRATECH CEMENT LTD,0.01,rnn,"batch_size = 48, epochs = 25",0.6996424314660311,0.0,0.0,0.0,"[[587, 0], [252, 0]]"
532540,TATA CONSULTANCY SERVICES LTD,0.01,cnn,"batch_size = 100, epochs = 50",0.5036057692307693,0.2488479262672811,0.5538461538461539,0.3434022257551669,"[[311 326]
 [ 87 108]]"
